10	1
1	4
1	2
7	3
7	12
1	11
16	7
13	11
14	15
14	8
14	4
12	10
13	4
6	2
5	6
16	2
1	6
4	9
2	7
9	10
10	4
10	15
15	2
11	5
12	2
12	5
14	5
8	2
5	15
16	13
14	9
11	2
9	13
1	12
3	2
9	12
1	15
9	8
9	6
10	5
1	5
10	11
8	15
8	6
15	9
9	2
8	16
10	8
1	8
14	2
16	3
10	3
14	6
16	5
13	15
14	16
1	16
13	2
10	16
13	14
7	4
1	14
1	7
7	10
3	12
12	4
11	14
16	6
6	7
16	12
15	4
13	8
14	12
9	3
4	3
13	6
8	3
13	3
4	16
13	10
10	2
4	6
11	6
4	5
8	12
1	9
13	7
8	5
11	12
10	6
15	6
13	12
7	5
3	5
3	11
11	15
14	10
15	12
15	3
6	3
16	9
4	2
5	9
7	14
9	11
7	8
15	16
8	4
11	4
12	6
8	11
1	3
7	15
11	16
5	2
14	3
9	7
13	5
13	1
7	11
1	10
1	4
1	2
7	3
7	12
1	11
7	16
13	11
14	15
8	14
14	4
10	12
13	4
6	2
5	6
16	2
1	6
9	4
7	2
10	9
10	4
10	15
15	2
5	11
2	12
12	5
14	5
8	2
15	5
13	16
9	14
11	2
13	9
1	12
3	2
9	12
15	1
9	8
9	6
10	5
1	5
10	11
8	15
8	6
9	15
9	2
8	16
10	8
8	1
14	2
3	16
3	10
14	6
16	5
13	15
14	16
1	16
13	2
10	16
13	14
7	4
1	14
7	1
7	10
3	12
12	4
11	14
16	6
7	6
16	12
15	4
13	8
14	12
9	3
4	3
13	6
8	3
13	3
16	4
10	13
10	2
4	6
11	6
5	4
12	8
9	1
13	7
8	5
11	12
10	6
15	6
13	12
5	7
5	3
11	3
11	15
14	10
12	15
15	3
3	6
9	16
4	2
9	5
7	14
11	9
8	7
15	16
8	4
11	4
12	6
8	11
1	3
7	15
11	16
5	2
3	14
7	9
13	5
1	13
11	7
1	10
1	4
2	1
7	3
7	12
11	1
7	16
13	11
14	15
14	8
4	14
10	12
13	4
2	6
5	6
16	2
1	6
4	9
2	7
9	10
4	10
10	15
2	15
11	5
12	2
12	5
14	5
8	2
15	5
13	16
9	14
11	2
13	9
12	1
3	2
9	12
1	15
9	8
6	9
10	5
1	5
11	10
8	15
8	6
15	9
9	2
16	8
10	8
1	8
14	2
3	16
10	3
14	6
5	16
13	15
14	16
1	16
13	2
10	16
14	13
7	4
14	1
1	7
7	10
3	12
4	12
14	11
16	6
6	7
12	16
4	15
8	13
12	14
9	3
3	4
13	6
3	8
13	3
4	16
13	10
10	2
6	4
11	6
4	5
8	12
9	1
7	13
8	5
11	12
10	6
15	6
13	12
7	5
3	5
11	3
11	15
10	14
12	15
15	3
6	3
16	9
4	2
9	5
7	14
11	9
8	7
16	15
8	4
11	4
12	6
11	8
1	3
7	15
11	16
5	2
14	3
7	9
5	13
1	13
7	11
1	10
1	4
1	2
7	3
7	12
1	11
7	16
13	11
14	15
8	14
14	4
10	12
13	4
2	6
5	6
16	2
1	6
9	4
7	2
10	9
10	4
15	10
2	15
11	5
12	2
12	5
14	5
8	2
15	5
13	16
9	14
11	2
13	9
1	12
3	2
9	12
1	15
8	9
9	6
10	5
5	1
10	11
8	15
8	6
9	15
9	2
8	16
10	8
1	8
14	2
3	16
10	3
14	6
16	5
13	15
14	16
1	16
13	2
10	16
13	14
7	4
1	14
1	7
7	10
3	12
12	4
14	11
16	6
7	6
16	12
15	4
8	13
14	12
9	3
4	3
13	6
8	3
13	3
16	4
10	13
10	2
4	6
11	6
4	5
8	12
9	1
13	7
8	5
11	12
10	6
15	6
13	12
7	5
3	5
3	11
11	15
10	14
15	12
15	3
3	6
9	16
4	2
5	9
7	14
11	9
8	7
16	15
8	4
11	4
12	6
8	11
3	1
7	15
11	16
5	2
3	14
7	9
13	5
1	13
11	7
10	1
1	4
1	2
7	3
7	12
1	11
7	16
11	13
14	15
8	14
14	4
10	12
13	4
2	6
5	6
16	2
1	6
9	4
2	7
9	10
10	4
10	15
15	2
11	5
12	2
12	5
5	14
8	2
15	5
13	16
14	9
11	2
13	9
1	12
3	2
9	12
1	15
8	9
9	6
10	5
1	5
10	11
8	15
8	6
9	15
9	2
8	16
10	8
1	8
2	14
3	16
10	3
6	14
16	5
13	15
16	14
1	16
2	13
10	16
13	14
7	4
1	14
1	7
7	10
3	12
12	4
11	14
6	16
7	6
12	16
15	4
13	8
12	14
9	3
3	4
13	6
8	3
13	3
16	4
10	13
10	2
4	6
6	11
4	5
8	12
9	1
7	13
5	8
11	12
10	6
15	6
13	12
7	5
3	5
11	3
11	15
10	14
15	12
15	3
3	6
9	16
4	2
9	5
14	7
9	11
7	8
15	16
8	4
11	4
12	6
8	11
1	3
7	15
11	16
5	2
14	3
9	7
5	13
1	13
7	11
1	10
1	4
1	2
7	3
7	12
1	11
7	16
11	13
14	15
8	14
4	14
10	12
4	13
2	6
5	6
2	16
1	6
9	4
7	2
10	9
10	4
10	15
2	15
5	11
2	12
5	12
5	14
8	2
5	15
13	16
9	14
11	2
9	13
1	12
3	2
9	12
1	15
8	9
9	6
10	5
1	5
10	11
8	15
6	8
9	15
9	2
8	16
8	10
1	8
2	14
3	16
3	10
6	14
5	16
13	15
14	16
1	16
13	2
10	16
13	14
7	4
1	14
7	1
10	7
12	3
4	12
11	14
6	16
6	7
12	16
15	4
8	13
12	14
3	9
4	3
6	13
3	8
3	13
16	4
10	13
10	2
4	6
6	11
4	5
8	12
1	9
7	13
5	8
12	11
10	6
6	15
12	13
5	7
3	5
3	11
11	15
10	14
15	12
3	15
3	6
9	16
4	2
9	5
7	14
9	11
8	7
15	16
8	4
11	4
12	6
8	11
1	3
7	15
11	16
2	5
14	3
9	7
13	5
1	13
7	11
1	10
1	4
1	2
7	3
7	12
1	11
7	16
13	11
14	15
8	14
14	4
10	12
13	4
2	6
5	6
16	2
1	6
9	4
7	2
9	10
10	4
10	15
15	2
11	5
12	2
12	5
14	5
8	2
15	5
13	16
9	14
11	2
9	13
1	12
3	2
9	12
1	15
9	8
9	6
10	5
1	5
10	11
8	15
8	6
9	15
9	2
8	16
8	10
1	8
14	2
3	16
10	3
14	6
16	5
13	15
14	16
1	16
13	2
10	16
13	14
7	4
1	14
1	7
7	10
3	12
4	12
11	14
6	16
7	6
12	16
15	4
8	13
12	14
9	3
3	4
6	13
8	3
13	3
4	16
10	13
10	2
4	6
11	6
4	5
8	12
1	9
7	13
8	5
12	11
10	6
15	6
13	12
7	5
3	5
11	3
11	15
10	14
15	12
15	3
3	6
9	16
4	2
9	5
7	14
9	11
8	7
15	16
8	4
4	11
12	6
8	11
1	3
7	15
11	16
2	5
14	3
7	9
13	5
1	13
7	11
1	10
1	4
1	2
3	7
7	12
1	11
7	16
13	11
14	15
8	14
14	4
10	12
13	4
2	6
5	6
16	2
1	6
9	4
7	2
9	10
10	4
10	15
2	15
11	5
12	2
5	12
5	14
8	2
15	5
13	16
9	14
11	2
13	9
1	12
2	3
9	12
1	15
9	8
9	6
10	5
1	5
10	11
8	15
8	6
9	15
9	2
8	16
8	10
1	8
14	2
3	16
10	3
14	6
5	16
13	15
14	16
1	16
13	2
10	16
13	14
7	4
1	14
1	7
7	10
12	3
4	12
11	14
6	16
7	6
12	16
4	15
8	13
12	14
9	3
4	3
13	6
8	3
13	3
4	16
10	13
